price,location,type,bedrooms,bathrooms,area,parking
$ 350.000.000,"Ciudad Bolívar, Zona Sur, Bogotá D.C, Cundinamarca",Casa en Venta en Ciudad Bolívar,6 habitaciones,1 baño,160 m²,Parqueadero
$ 1.200.000.000,"Las Aguas, La Candelaria, Zona Centro, Bogotá D.C, Cundinamarca",Local comercial en Venta en Las Aguas,,,170 m²,
$ 1.600.000.000,"El Retiro, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Retiro,3 habitaciones,3 baños,133 m²,
$ 200.000,"Bosa, Zona Suroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Bosa,4 habitaciones,2 baños,36 m²,Parqueadero
$ 1.400.000.000,"Nicolas De Federman, Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Nicolas De Federman,5 habitaciones,4 baños,350 m²,Parqueadero
$ 595.000.000,"Puente Aranda, Zona Centro, Bogotá D.C, Cundinamarca",Casa en Venta en Puente Aranda,7 habitaciones,"4,5 baños",115 m²,Parqueadero
$ 570.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,3 habitaciones,4 baños,115 m²,Parqueadero
$ 2.450.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,3 habitaciones,"3,5 baños",470 m²,Parqueadero
$ 7.768.980.450,"Chapinero Central, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en Chapinero Central,,,1.855 m²,Parqueadero
$ 332.000.000,"Metropolis, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Local comercial en Venta en Metropolis,,,16 m²,
$ 1.436.000.000,"Metropolis, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Local comercial en Venta en Metropolis,,,120 m²,
$ 1.151.000.000,"Metropolis, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Local comercial en Venta en Metropolis,,,128 m²,
$ 950.000.000,"El Castillo, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Castillo,3 habitaciones,4 baños,154 m²,Parqueadero
$ 1.150.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,4 habitaciones,5 baños,200 m²,Parqueadero
$ 2.320.500.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en Chapinero,,,197 m²,Parqueadero
$ 700.000.000,"Santa Fe, Zona Centro, Bogotá D.C, Cundinamarca",Casa en Venta en Santa Fe,12 habitaciones,8 baños,468 m²,
$ 2.210.000.000,"Chico Reservado, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Chico Reservado,7 habitaciones,2 baños,276 m²,Parqueadero
$ 1.740.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Chicó,3 habitaciones,4 baños,181 m²,Parqueadero
$ 1.100.000.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Teusaquillo,4 habitaciones,4 baños,160 m²,Parqueadero
$ 1.150.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Barrios Unidos,3 habitaciones,4 baños,178 m²,Parqueadero
$ 169.000.000,"Usme, Zona Sur, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usme,2 habitaciones,1 baño,,
$ 1.766.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,2 habitaciones,3 baños,125 m²,Parqueadero
$ 219.500.000,"San Cristobal, Zona Sur, Bogotá D.C, Cundinamarca",Apartamento en Venta en San Cristobal,2 habitaciones,1 baño,37 m²,
$ 450.996.000,"Santa Fe, Zona Centro, Bogotá D.C, Cundinamarca",Oficina en Venta en Santa Fe,,,,
$ 525.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,2 habitaciones,2 baños,80 m²,Parqueadero
$ 239.000.000,"Ciudad Bolívar, Zona Sur, Bogotá D.C, Cundinamarca",Apartamento en Venta en Ciudad Bolívar,3 habitaciones,2 baños,,
$ 1.500.000.000,"Cerros De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Cerros De Suba,4 habitaciones,4 baños,295 m²,Parqueadero
$ 918.000.000,"Metropolis, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Local comercial en Venta en Metropolis,,,38 m²,
$ 590.000.000,"Metropolis, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Local comercial en Venta en Metropolis,,,31 m²,
$ 982.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Oficina en Venta en Usaquén,,,113 m²,
$ 937.000.000,"Alameda, Los Mártires, Zona Centro, Bogotá D.C, Cundinamarca",Oficina en Venta en Alameda,,,,
$ 1.650.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Chapinero,5 habitaciones,3 baños,320 m²,Parqueadero
$ 1.600.000.000,"Cedritos, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Casa en Venta en Cedritos,5 habitaciones,4 baños,360 m²,Parqueadero
$ 850.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Barrios Unidos,6 habitaciones,3 baños,300 m²,Parqueadero
$ 750.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,2 habitaciones,2 baños,110 m²,Parqueadero
$ 800.000.000,"Kennedy, Zona Suroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Kennedy,13 habitaciones,6 baños,333 m²,Parqueadero
$ 139.000.000,"Usme, Zona Sur, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usme,2 habitaciones,1 baño,,
$ 3.600.000.000,"La Candelaria, Zona Centro, Bogotá D.C, Cundinamarca",Casa en Venta en La Candelaria,11 habitaciones,6 baños,1.350 m²,
$ 530.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,1 habitación,"1,5 baños",35 m²,
$ 949.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Chicó,3 habitaciones,3 baños,192 m²,Parqueadero
$ 820.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en El Chicó,,1 baño,50 m²,
$ 1.940.000.000,"Los Rosales, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Los Rosales,3 habitaciones,4 baños,240 m²,Parqueadero
$ 630.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Suba,3 habitaciones,2 baños,168 m²,Parqueadero
$ 343.000.000,"Kennedy, Zona Suroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Kennedy,3 habitaciones,2 baños,,
$ 179.000.000,"San Cristobal, Zona Sur, Bogotá D.C, Cundinamarca",Apartamento en Venta en San Cristobal,2 habitaciones,1 baño,,
$ 702.000.000,"Chico Norte, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Chico Norte,,,98 m²,Parqueadero
$ 241.000.000,"Ciudad Bolívar, Zona Sur, Bogotá D.C, Cundinamarca",Apartamento en Venta en Ciudad Bolívar,3 habitaciones,2 baños,,Parqueadero
$ 1.500.000.000,"Niza, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Niza,4 habitaciones,3 baños,320 m²,Parqueadero
$ 320.000.000,"Germania, Santa Fe, Zona Centro, Bogotá D.C, Cundinamarca",Apartaestudio en Venta en Germania,1 habitación,1 baño,40 m²,Parqueadero
$ 250.000.000,"Puente Aranda, Zona Centro, Bogotá D.C, Cundinamarca",Apartamento en Venta en Puente Aranda,3 habitaciones,1 baño,,
$ 561.447.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,"2,5 baños",114 m²,Parqueadero
$ 1.550.000.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Teusaquillo,11 habitaciones,,480 m²,Parqueadero
$ 646.400.000,"Niza, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Niza,3 habitaciones,"2,5 baños",202 m²,Parqueadero
$ 1.196.380.035,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Casa en Venta en Santa Barbara,3 habitaciones,3 baños,238 m²,Parqueadero
$ 215.000.000,"Ciudad Bolívar, Zona Sur, Bogotá D.C, Cundinamarca",Apartamento en Venta en Ciudad Bolívar,3 habitaciones,2 baños,,
$ 1.450.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en Barrios Unidos,16 habitaciones,,648 m²,Parqueadero
$ 2.100.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Barrios Unidos,,,560 m²,
$ 1.700.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,4 habitaciones,"3,5 baños",,Parqueadero
$ 306.000.000,"Cerros De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Cerros De Suba,3 habitaciones,2 baños,80 m²,Parqueadero
$ 226.700.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartaestudio en Venta en Suba,1 habitación,1 baño,36 m²,
$ 670.000.000,"Cantagallo, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Cantagallo,3 habitaciones,3 baños,96 m²,Parqueadero
$ 224.000.000,"Antonio Nariño, Zona Sur, Bogotá D.C, Cundinamarca",Apartamento en Venta en Antonio Nariño,2 habitaciones,1 baño,36 m²,
$ 549.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,1 habitación,2 baños,66 m²,Parqueadero
$ 202.000.000,"Usme, Zona Sur, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usme,2 habitaciones,2 baños,,
$ 950.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,3 habitaciones,"2,5 baños",150 m²,
$ 960.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,3 habitaciones,"3,5 baños",128 m²,Parqueadero
$ 7.200.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Casa en Venta en Usaquén,4 habitaciones,4 baños,,Parqueadero
$ 1.250.000.000,"Bella Suiza, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Bella Suiza,3 habitaciones,"2,5 baños",,Parqueadero
$ 450.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,2 baños,75 m²,Parqueadero
$ 360.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en El Chicó,1 habitación,1 baño,48 m²,Parqueadero
$ 490.000.000,"Colinas De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Colinas De Suba,3 habitaciones,2 baños,65 m²,Parqueadero
$ 250.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,1 habitación,1 baño,27 m²,
$ 216.600.000,"Suba Tibabuyes, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Suba Tibabuyes,3 habitaciones,1 baño,45 m²,
$ 350.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Suba,2 habitaciones,2 baños,43 m²,Parqueadero
$ 6.200.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,5 baños,,Parqueadero
$ 232.000.000,"Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Engativa,3 habitaciones,1 baño,50 m²,Parqueadero
$ 1.050.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Casa en Venta en Usaquén,3 habitaciones,"3,5 baños",,Parqueadero
$ 238.850.000,"Gran Granada, Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Gran Granada,3 habitaciones,2 baños,43 m²,Parqueadero
$ 560.000.000,"Pasadena , Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Oficina en Venta en Pasadena,1 habitación,1 baño,46 m²,Parqueadero
$ 330.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Chapinero,1 habitación,1 baño,47 m²,
$ 1.000.000.000,"El Batán, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en El Batán,4 habitaciones,3 baños,,Parqueadero
$ 880.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Suba,2 habitaciones,2 baños,83 m²,Parqueadero
$ 1.050.000.000,"San Patricio, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Oficina en Venta en San Patricio,,,138 m²,
$ 899.000.000,"Centro Internacional, Santa Fe, Zona Centro, Bogotá D.C, Cundinamarca",Local comercial en Venta en Centro Internacional,,3 baños,141 m²,
$ 408.830.700,"Colinas De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Colinas De Suba,2 habitaciones,2 baños,61 m²,Parqueadero
$ 550.167.200,"Puente Aranda, Zona Centro, Bogotá D.C, Cundinamarca",Casa en Venta en Puente Aranda,7 habitaciones,4 baños,117 m²,Parqueadero
$ 3.163.141.400,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Teusaquillo,14 habitaciones,6 baños,678 m²,
$ 290.000.000,"Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Engativa,3 habitaciones,2 baños,62 m²,Parqueadero
$ 262.000.000,"Ciudadela Colsubsidio, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Ciudadela Colsubsidio,4 habitaciones,1 baño,49 m²,Parqueadero
$ 203.216.300,"San Luis, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en San Luis,5 habitaciones,2 baños,267 m²,
$ 950.000.000,"Niza, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Niza,6 habitaciones,4 baños,245 m²,Parqueadero
$ 300.998.975,"Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Engativa,3 habitaciones,2 baños,97 m²,
$ 379.612.600,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Teusaquillo,3 habitaciones,2 baños,92 m²,
$ 250.000.000,"Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Engativa,3 habitaciones,1 baño,51 m²,Parqueadero
$ 590.000.000,"La Calleja, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en La Calleja,1 habitación,1 baño,60 m²,
$ 410.119.200,"Rafael Uribe Uribe, Zona Sur, Bogotá D.C, Cundinamarca",Casa en Venta en Rafael Uribe Uribe,7 habitaciones,2 baños,149 m²,
$ 260.000.000,"Ciudadela Colsubsidio, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Ciudadela Colsubsidio,3 habitaciones,1 baño,49 m²,Parqueadero
$ 1.150.000.000,"Las Villas, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Las Villas,4 habitaciones,4 baños,262 m²,Parqueadero
$ 1.566.000.000,"Las Nieves, Santa Fe, Zona Centro, Bogotá D.C, Cundinamarca",Local comercial en Venta en Las Nieves,,4 baños,,
$ 240.000.000,"San Patricio, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Local comercial en Venta en San Patricio,,1 baño,12 m²,
$ 1.000.000.000,"Rafael Uribe Uribe, Zona Sur, Bogotá D.C, Cundinamarca",Casa en Venta en Rafael Uribe Uribe,,,301 m²,Parqueadero
$ 1.550.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Barrios Unidos,,,2.285 m²,Parqueadero
$ 539.000.000,"El Batán, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Batán,3 habitaciones,2 baños,77 m²,Parqueadero
$ 3.600.000.000,"El Virrey, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Virrey,3 habitaciones,"3,5 baños",277 m²,Parqueadero
$ 1.287.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en El Chicó,,1 baño,75 m²,
$ 1.000.000.000,"Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Oficina en Venta en Engativa,,,123 m²,Parqueadero
$ 830.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,2 habitaciones,2 baños,100 m²,Parqueadero
$ 360.000.000,"Bella Suiza, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Oficina en Venta en Bella Suiza,,1 baño,40 m²,Parqueadero
$ 3.500.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Barrios Unidos,3 habitaciones,4 baños,,
$ 238.000.000,"Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Engativa,2 habitaciones,1 baño,43 m²,
$ 1.350.000.000,"Rafael Uribe Uribe, Zona Sur, Bogotá D.C, Cundinamarca",Casa en Venta en Rafael Uribe Uribe,4 habitaciones,4 baños,750 m²,Parqueadero
$ 564.999.999,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Oficina en Venta en Santa Barbara,,1 baño,76 m²,
$ 2.119.916.200,"San Cristobal, Zona Sur, Bogotá D.C, Cundinamarca",Local comercial en Venta en San Cristobal,,1 baño,1.515 m²,Parqueadero
$ 240.000.000,"Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Fontibón,2 habitaciones,2 baños,41 m²,
$ 853.500.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,3 habitaciones,3 baños,154 m²,
$ 5.193.683.820,"Centro Internacional, Santa Fe, Zona Centro, Bogotá D.C, Cundinamarca",Oficina en Venta en Centro Internacional,,1 baño,1.011 m²,
$ 192.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,1 habitación,1 baño,35 m²,
$ 192.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,1 habitación,1 baño,35 m²,
$ 199.000.000,"Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Fontibón,3 habitaciones,2 baños,46 m²,
$ 1.380.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Oficina en Venta en Usaquén,,1 baño,118 m²,
$ 643.438.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,,1 baño,,Parqueadero
$ 1.206.000.000,"Chico Norte, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Chico Norte,,1 baño,69 m²,
$ 2.200.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Barrios Unidos,,4 baños,177 m²,Parqueadero
$ 6.000.000.000,"El Retiro, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en El Retiro,,,244 m²,Parqueadero
$ 1.995.000.000,"Chapinero Central, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero Central,7 habitaciones,"5,5 baños",268 m²,Parqueadero
$ 250.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,"2,5 baños",52 m²,
$ 200.000.000,"Quinta Camacho, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Quinta Camacho,,2 baños,40 m²,Parqueadero
$ 1.524.000.000,"Metropolis, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Local comercial en Venta en Metropolis,,,134 m²,
$ 1.770.000.000,"Metropolis, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Local comercial en Venta en Metropolis,,,145 m²,
$ 433.035.801,"Alameda, Los Mártires, Zona Centro, Bogotá D.C, Cundinamarca",Local comercial en Venta en Alameda,,1 baño,164 m²,
$ 554.784.957,"Alameda, Los Mártires, Zona Centro, Bogotá D.C, Cundinamarca",Local comercial en Venta en Alameda,,1 baño,193 m²,
$ 1.700.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,3 habitaciones,5 baños,227 m²,Parqueadero
$ 4.210.000.000,"Metropolis, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Local comercial en Venta en Metropolis,,,428 m²,
$ 1.668.000.000,"Metropolis, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Local comercial en Venta en Metropolis,,,140 m²,
$ 910.000.000,"Metropolis, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Local comercial en Venta en Metropolis,,,41 m²,
$ 853.000.000,"Metropolis, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Local comercial en Venta en Metropolis,,,40 m²,
$ 3.300.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,2 habitaciones,3 baños,185 m²,Parqueadero
$ 1.490.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,3 habitaciones,"2,5 baños",171 m²,Parqueadero
$ 3.800.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Chicó,4 habitaciones,3 baños,402 m²,Parqueadero
$ 1.140.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Casa en Venta en Usaquén,3 habitaciones,2 baños,163 m²,Parqueadero
$ 265.000.000,"Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Engativa,3 habitaciones,2 baños,52 m²,Parqueadero
$ 1.750.000.000,"Ciudad Bolívar, Zona Sur, Bogotá D.C, Cundinamarca",Local comercial en Venta en Ciudad Bolívar,,,,
$ 315.000.000,"La Granja, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en La Granja,3 habitaciones,2 baños,61 m²,
$ 390.000.000,"La Felicidad, Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Oficina en Venta en La Felicidad,,,60 m²,Parqueadero
$ 5.910.450.000,"Chico Norte Ii, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Chico Norte Ii,,,933 m²,Parqueadero
$ 240.000.000,"Bellavista Occidental, Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Bellavista Occidental,2 habitaciones,1 baño,52 m²,
